GEOIDFQ,NAME,GEOTYPE,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
0700000US391597619499999,Taylor Township (Union),COUNTY-TOWNSHIP-REMAINDER,2018,13,295957,243900,,,,,,,3.80784362705302,
0700000US391597619499999,Taylor Township (Union),COUNTY-TOWNSHIP-REMAINDER,2019,19,363511,305000,,,,,,,4.538217745175354,
0700000US391597619499999,Taylor Township (Union),COUNTY-TOWNSHIP-REMAINDER,2020,17,376741,320000,,,,,,,4.602793320196194,
0700000US391597619499999,Taylor Township (Union),COUNTY-TOWNSHIP-REMAINDER,2021,16,321041,285500,,,,,,,3.974164451064185,
0700000US391597619499999,Taylor Township (Union),COUNTY-TOWNSHIP-REMAINDER,2022,17,348790,335000,,,,,,,4.420866489832007,
0700000US391597619499999,Taylor Township (Union),COUNTY-TOWNSHIP-REMAINDER,2023,11,320000,320000,,,,,,,4.134901150019382,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2013,4,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2014,9,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2016,14,185355,146000,,,,,,,2.4214681394500284,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2017,7,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2018,3,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2019,5,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2020,6,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2021,10,400598,356250,,,,,,,4.959005554086221,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2022,4,,,,,,,,,,
0700000US391597858299999,Union Township (Union),COUNTY-TOWNSHIP-REMAINDER,2023,7,,,,,,,,,,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2013,4,,,,,,,,,,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2014,7,,,,,,,,,,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2015,10,159989,124450,,,,,,,2.13861011822931,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2016,10,298980,235500,,,,,,,3.905861279729326,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2017,11,256695,206500,,,,,,,3.2385044852895053,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2018,18,224728,185200,,,,,,,2.8914007369012675,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2019,12,271143,227500,,,,,,,3.3850640558275176,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2020,14,233403,198250,,,,,,,2.851574299152798,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2021,11,326213,290100,,,,,,,4.0381965227801055,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2022,11,234262,225000,,,,,,,2.9692386872006016,
0700000US391598166299999,Washington Township (Union),COUNTY-TOWNSHIP-REMAINDER,2023,7,,,,,,,,,,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2012,9,,,,,,,,,,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2013,14,186321,142450,,,,,,,2.6341093585310382,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2014,17,225242,175000,,,,,,,3.104433130510369,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2015,18,211476,164500,,,,,,,2.826849051416002,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2016,17,190560,150100,,,,,,,2.4894682721332138,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2017,20,195784,157500,,,,,,,2.4700457938648768,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2018,11,186505,153700,,,,,,,2.399612814588147,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2019,12,263396,221000,,,,,,,3.288347939946732,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2020,21,282556,240000,,,,,,,3.4520949901471454,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2021,13,414935,369000,,,,,,,5.1364857528640435,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2022,10,260291,250000,,,,,,,3.2991540968895574,
0700000US391598712299999,York Township (Union),COUNTY-TOWNSHIP-REMAINDER,2023,11,275000,275000,,,,,,,3.5534306757979066,
1600000US3900450,Adelphi,PLACE,2015,2,,,,,,,,,,
1600000US3900450,Adelphi,PLACE,2016,3,,,,,,,,,,
1600000US3900450,Adelphi,PLACE,2017,1,,,,,,,,,,
1600000US3900450,Adelphi,PLACE,2018,2,,,,,,,,,,
1600000US3900450,Adelphi,PLACE,2019,1,,,,,,,,,,
1600000US3900450,Adelphi,PLACE,2020,4,,,,,,,,,,
1600000US3900450,Adelphi,PLACE,2021,3,,,,,,,,,,
1600000US3900450,Adelphi,PLACE,2023,2,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2012,4,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2013,6,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2014,6,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2015,3,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2016,5,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2017,6,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2018,3,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2019,5,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2020,5,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2021,10,244862,217754,,,,,,,3.0311460348835593,
1600000US3901154,Alexandria,PLACE,2022,2,,,,,,,,,,
1600000US3901154,Alexandria,PLACE,2023,5,,,,,,,,,,
1600000US3901630,Amanda,PLACE,2012,4,,,,,,,,,,
1600000US3901630,Amanda,PLACE,2013,6,,,,,,,,,,
1600000US3901630,Amanda,PLACE,2014,9,,,,,,,,,,
1600000US3901630,Amanda,PLACE,2015,6,,,,,,,,,,
1600000US3901630,Amanda,PLACE,2016,8,,,,,,,,,,
1600000US3901630,Amanda,PLACE,2017,3,,,,,,,,,,
1600000US3901630,Amanda,PLACE,2018,14,152832,125950,,,,,,,1.966371073502779,
1600000US3901630,Amanda,PLACE,2019,12,171565,143950,,,,,,,2.141889981698335,
1600000US3901630,Amanda,PLACE,2020,12,210739,179000,,,,,,,2.574687513484746,
1600000US3901630,Amanda,PLACE,2021,16,236142,210000,,,,,,,2.9232032739876668,
1600000US3901630,Amanda,PLACE,2022,12,205630,197500,,,,,,,2.6063317365427503,
1600000US3901630,Amanda,PLACE,2023,5,,,,,,,,,,
1600000US3902582,Ashley,PLACE,2012,11,47777,36000,,,,,,,0.6704035456898638,
1600000US3902582,Ashley,PLACE,2013,13,47741,36500,,,,,,,0.6749385158749237,
1600000US3902582,Ashley,PLACE,2014,15,126135,98000,,,,,,,1.7384825530858066,
1600000US3902582,Ashley,PLACE,2015,12,108920,84725,,,,,,,1.4559561451745944,
1600000US3902582,Ashley,PLACE,2016,16,102834,81000,,,,,,,1.3434172554483033,
1600000US3902582,Ashley,PLACE,2017,8,,,,,,,,,,
1600000US3902582,Ashley,PLACE,2018,9,,,,,,,,,,
1600000US3902582,Ashley,PLACE,2019,13,134678,113000,,,,,,,1.6813724760813604,
1600000US3902582,Ashley,PLACE,2020,13,128327,109000,,,,,,,1.5678264746918285,
1600000US3902582,Ashley,PLACE,2021,15,179918,160000,,,,,,,2.227202494466794,
1600000US3902582,Ashley,PLACE,2022,14,186368,179000,,,,,,,2.362194333372923,
1600000US3902582,Ashley,PLACE,2023,13,205000,205000,,,,,,,2.648921049231167,
1600000US3902680,Ashville,PLACE,2013,1,,,,,,,,,,
1600000US3902680,Ashville,PLACE,2014,27,167966,130500,,,,,,,2.315020134466304,
1600000US3902680,Ashville,PLACE,2015,52,194539,151325,,,,,,,2.600443359912015,
1600000US3902680,Ashville,PLACE,2016,57,190433,150000,,,,,,,2.4878097323116726,
1600000US3902680,Ashville,PLACE,2017,66,198829,159950,,,,,,,2.5084687284361085,
1600000US3902680,Ashville,PLACE,2018,71,212958,175500,,,,,,,2.739961281458815,
1600000US3902680,Ashville,PLACE,2019,54,235984,198000,,,,,,,2.9461216837531805,
1600000US3902680,Ashville,PLACE,2020,65,270782,230000,,,,,,,3.308257698891014,
1600000US3902680,Ashville,PLACE,2021,81,286182,254500,,,,,,,3.5426439677612445,
1600000US3902680,Ashville,PLACE,2022,58,301938,290000,,,,,,,3.8270187523918864,
1600000US3902680,Ashville,PLACE,2023,45,295316,295316,,,,,,,3.8159452125597624,
1600000US3903604,Bainbridge,PLACE,2019,1,,,,,,,,,,
1600000US3903604,Bainbridge,PLACE,2020,1,,,,,,,,,,
1600000US3903604,Bainbridge,PLACE,2021,1,,,,,,,,,,
1600000US3903604,Bainbridge,PLACE,2022,1,,,,,,,,,,
1600000US3903758,Baltimore,PLACE,2012,13,106171,80000,,,,,,,1.4897856570885863,
1600000US3903758,Baltimore,PLACE,2013,22,122950,94000,,,,,,,1.7381978217052831,
1600000US3903758,Baltimore,PLACE,2014,29,133346,103602,,,,,,,1.8378598924979155,
1600000US3903758,Baltimore,PLACE,2015,31,141284,109900,,,,,,,1.888575749243882,
1600000US3903758,Baltimore,PLACE,2016,43,171390,135000,,,,,,,2.239028759080506,
1600000US3903758,Baltimore,PLACE,2017,49,152898,123000,,,,,,,1.9289881437801895,
1600000US3903758,Baltimore,PLACE,2018,42,168667,139000,,,,,,,2.1701117841753574,
1600000US3903758,Baltimore,PLACE,2019,45,163878,137500,,,,,,,2.0459178359397088,
1600000US3903758,Baltimore,PLACE,2020,67,211917,180000,,,,,,,2.589071242610359,
1600000US3903758,Baltimore,PLACE,2021,49,219275,195000,,,,,,,2.714403040131405,
1600000US3903758,Baltimore,PLACE,2022,41,239468,230000,,,,,,,3.035221769138393,
1600000US3903758,Baltimore,PLACE,2023,32,223500,223500,,,,,,,2.8879700219666624,
1600000US3905116,Belle Center,PLACE,2014,2,,,,,,,,,,
1600000US3905116,Belle Center,PLACE,2017,4,,,,,,,,,,
1600000US3905116,Belle Center,PLACE,2018,2,,,,,,,,,,
1600000US3905116,Belle Center,PLACE,2019,5,,,,,,,,,,
1600000US3905116,Belle Center,PLACE,2020,5,,,,,,,,,,
1600000US3905116,Belle Center,PLACE,2021,5,,,,,,,,,,
1600000US3905116,Belle Center,PLACE,2022,7,,,,,,,,,,
1600000US3905116,Belle Center,PLACE,2023,3,,,,,,,,,,
1600000US3905130,Bellefontaine,PLACE,2014,22,133858,104000,,,,,,,1.8449202604175905,
1600000US3905130,Bellefontaine,PLACE,2015,28,116665,90750,,,,,,,1.5594927137750891,
1600000US3905130,Bellefontaine,PLACE,2016,48,118069,93000,,,,,,,1.5424420340332372,
1600000US3905130,Bellefontaine,PLACE,2017,52,137049,110250,,,,,,,1.7290320557054135,
1600000US3905130,Bellefontaine,PLACE,2018,43,169881,140000,,,,,,,2.185724099169425,
1600000US3905130,Bellefontaine,PLACE,2019,67,149278,125250,,,,,,,1.8636451560105347,
1600000US3905130,Bellefontaine,PLACE,2020,88,176538,149950,,,,,,,2.156840182385685,
1600000US3905130,Bellefontaine,PLACE,2021,92,171484,152500,,,,,,,2.122802377538663,
1600000US3905130,Bellefontaine,PLACE,2022,79,197717,189900,,,,,,,2.5060374519973077,
1600000US3905130,Bellefontaine,PLACE,2023,84,210000,210000,,,,,,,2.7135288797002195,
1600000US3906278,Bexley,PLACE,2012,175,339746,256000,,,,,,,4.767314102683476,
1600000US3906278,Bexley,PLACE,2013,228,376697,288000,,,,,,,5.325542262245974,
1600000US3906278,Bexley,PLACE,2014,204,367788,285750,,,,,,,5.069095811676217,
1600000US3906278,Bexley,PLACE,2015,203,417810,325000,,,,,,,5.584960131976904,
1600000US3906278,Bexley,PLACE,2016,219,450692,355000,,,,,,,5.887816366470959,
1600000US3906278,Bexley,PLACE,2017,245,462423,372000,,,,,,,5.83401292265228,
1600000US3906278,Bexley,PLACE,2018,184,446271,367775,,,,,,,5.741819146943109,
1600000US3906278,Bexley,PLACE,2019,203,476736,400000,,,,,,,5.951760977279153,
1600000US3906278,Bexley,PLACE,2020,212,516253,438500,,,,,,,6.307265221581347,
1600000US3906278,Bexley,PLACE,2021,206,550155,489250,,,,,,,6.810367627611743,
1600000US3906278,Bexley,PLACE,2022,156,516860,496425,,,,,,,6.551130290193594,
1600000US3906278,Bexley,PLACE,2023,137,504000,504000,,,,,,,6.512469311280527,
1600000US3907188,Bloomingburg,PLACE,2012,3,,,,,,,,,,
1600000US3907188,Bloomingburg,PLACE,2013,6,,,,,,,,,,
1600000US3907188,Bloomingburg,PLACE,2014,4,,,,,,,,,,
1600000US3907188,Bloomingburg,PLACE,2015,2,,,,,,,,,,
1600000US3907188,Bloomingburg,PLACE,2016,21,93820,73900,,,,,,,1.2256609281188842,
1600000US3907188,Bloomingburg,PLACE,2017,4,,,,,,,,,,
1600000US3907188,Bloomingburg,PLACE,2018,11,104355,86000,,,,,,,1.3426590894897896,
1600000US3907188,Bloomingburg,PLACE,2019,6,,,,,,,,,,
1600000US3907188,Bloomingburg,PLACE,2020,12,189548,161000,,,,,,,2.31578038922371,
1600000US3907188,Bloomingburg,PLACE,2021,14,183291,163000,,,,,,,2.2689625412380465,
1600000US3907188,Bloomingburg,PLACE,2022,7,,,,,,,,,,
1600000US3907188,Bloomingburg,PLACE,2023,6,,,,,,,,,,
1600000US3908392,Bremen,PLACE,2012,8,,,,,,,,,,
1600000US3908392,Bremen,PLACE,2013,14,86261,65950,,,,,,,1.2195121951219512,
1600000US3908392,Bremen,PLACE,2014,19,96532,75000,,,,,,,1.3304713416473009,
1600000US3908392,Bremen,PLACE,2015,14,108309,84250,,,,,,,1.447793511135551,
1600000US3908392,Bremen,PLACE,2016,27,105690,83250,,,,,,,1.3807344014329785,
1600000US3908392,Bremen,PLACE,2017,20,124307,100000,,,,,,,1.5682830437237314,
1600000US3908392,Bremen,PLACE,2018,26,151012,124450,,,,,,,1.9429526010116782,
1600000US3908392,Bremen,PLACE,2019,26,143021,120000,,,,,,,1.7855282931837457,
1600000US3908392,Bremen,PLACE,2020,30,170711,145000,,,,,,,2.0856407232139005,
1600000US3908392,Bremen,PLACE,2021,30,181042,161000,,,,,,,2.2411225100572114,
1600000US3908392,Bremen,PLACE,2022,20,176946,169950,,,,,,,2.242764955065521,
1600000US3908392,Bremen,PLACE,2023,17,179000,179000,,,,,,,2.312960330792092,
1600000US3908532,Brice,PLACE,2012,1,,,,,,,,,,
1600000US3908532,Brice,PLACE,2013,1,,,,,,,,,,
1600000US3908532,Brice,PLACE,2014,2,,,,,,,,,,
1600000US3908532,Brice,PLACE,2016,1,,,,,,,,,,
1600000US3908532,Brice,PLACE,2017,1,,,,,,,,,,
1600000US3908532,Brice,PLACE,2019,4,,,,,,,,,,
1600000US3908532,Brice,PLACE,2020,3,,,,,,,,,,
1600000US3908532,Brice,PLACE,2021,2,,,,,,,,,,
1600000US3908532,Brice,PLACE,2023,4,,,,,,,,,,
1600000US3909890,Buckeye Lake,PLACE,2012,26,88188,66450,,,,,,,1.237453211419207,
1600000US3909890,Buckeye Lake,PLACE,2013,25,91558,70000,,,,,,,1.2944026331847853,
1600000US3909890,Buckeye Lake,PLACE,2014,28,60815,47250,,,,,,,0.8381969452377996,
1600000US3909890,Buckeye Lake,PLACE,2015,29,79095,61525,,,,,,,1.0572759142150123,
1600000US3909890,Buckeye Lake,PLACE,2016,26,97121,76500,,,,,,,1.2687829634789531,
1600000US3909890,Buckeye Lake,PLACE,2017,42,119894,96450,,,,,,,1.512608995671539,
1600000US3909890,Buckeye Lake,PLACE,2018,44,140243,115576,,,,,,,1.8044011115968275,
1600000US3909890,Buckeye Lake,PLACE,2019,42,122164,102500,,,,,,,1.5251387504277827,
1600000US3909890,Buckeye Lake,PLACE,2020,33,268428,228000,,,,,,,3.279490240639788,
1600000US3909890,Buckeye Lake,PLACE,2021,48,260319,231500,,,,,,,3.2224836091816424,
1600000US3909890,Buckeye Lake,PLACE,2022,67,208233,200000,,,,,,,2.6393232775116457,
1600000US3909890,Buckeye Lake,PLACE,2023,54,219250,219250,,,,,,,2.8330533660679675,
1600000US3910954,Caledonia,PLACE,2012,1,,,,,,,,,,
1600000US3910954,Caledonia,PLACE,2013,11,42509,32500,,,,,,,0.6009726511215074,
1600000US3910954,Caledonia,PLACE,2014,10,73944,57450,,,,,,,1.0191410477018326,
1600000US3910954,Caledonia,PLACE,2015,10,47759,37150,,,,,,,0.6384039043167445,
1600000US3910954,Caledonia,PLACE,2016,17,116799,92000,,,,,,,1.525856635817826,
1600000US3910954,Caledonia,PLACE,2017,19,85772,69000,,,,,,,1.0821153001693746,
1600000US3910954,Caledonia,PLACE,2018,5,,,,,,,,,,
1600000US3910954,Caledonia,PLACE,2019,8,,,,,,,,,,
1600000US3910954,Caledonia,PLACE,2020,3,,,,,,,,,,
1600000US3910954,Caledonia,PLACE,2021,5,,,,,,,,,,
1600000US3910954,Caledonia,PLACE,2022,7,,,,,,,,,,
1600000US3910954,Caledonia,PLACE,2023,11,120000,120000,,,,,,,1.5505879312572683,
1600000US3911332,Canal Winchester,PLACE,2012,99,214000,161250,,,,,,,3.002849215069182,
1600000US3911332,Canal Winchester,PLACE,2013,107,219609,167900,,,,,,,3.1047171730246492,
1600000US3911332,Canal Winchester,PLACE,2014,135,227172,176500,,,,,,,3.1310425573433145,
1600000US3911332,Canal Winchester,PLACE,2015,151,231403,180000,,,,,,,3.093208688479516,
1600000US3911332,Canal Winchester,PLACE,2016,186,242910,191335,,,,,,,3.173367167545693,
1600000US3911332,Canal Winchester,PLACE,2017,182,257627,207250,,,,,,,3.250266608117433,
1600000US3911332,Canal Winchester,PLACE,2018,149,273023,225000,,,,,,,3.5127708736651475,
1600000US3911332,Canal Winchester,PLACE,2019,199,291881,244900,,,,,,,3.643965658339161,
1600000US3911332,Canal Winchester,PLACE,2020,212,309281,262700,,,,,,,3.7786056412985625,
1600000US3911332,Canal Winchester,PLACE,2021,212,346699,308318,,,,,,,4.291784406798536,
1600000US3911332,Canal Winchester,PLACE,2022,223,374819,360000,,,,,,,4.750781899520963,
1600000US3911332,Canal Winchester,PLACE,2023,156,359950,359950,,,,,,,4.651117715467115,
1600000US3912084,Cardington,PLACE,2012,14,30856,23250,,,,,,,0.4329689565913704,
1600000US3912084,Cardington,PLACE,2013,8,,,,,,,,,,
1600000US3912084,Cardington,PLACE,2014,11,115839,90000,,,,,,,1.5965656099767611,
1600000US3912084,Cardington,PLACE,2015,50,80991,63000,,,,,,,1.0826230409678306,
1600000US3912084,Cardington,PLACE,2016,36,138953,109450,,,,,,,1.8152718346767505,
1600000US3912084,Cardington,PLACE,2017,39,123064,99000,,,,,,,1.552600213286494,
1600000US3912084,Cardington,PLACE,2018,31,90401,74500,,,,,,,1.1631174670580153,
1600000US3912084,Cardington,PLACE,2019,25,161494,135500,,,,,,,2.016159031053313,
1600000US3912084,Cardington,PLACE,2020,31,172948,146900,,,,,,,2.1129698085525654,
1600000US3912084,Cardington,PLACE,2021,33,196785,175000,,,,,,,2.436002728323056,
1600000US3912084,Cardington,PLACE,2022,25,176998,170000,,,,,,,2.243424785884899,
1600000US3912084,Cardington,PLACE,2023,25,173500,173500,,,,,,,2.241891717276134,
1600000US3912252,Carroll,PLACE,2012,1,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2013,6,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2014,2,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2015,7,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2016,2,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2017,3,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2018,5,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2019,4,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2020,2,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2021,6,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2022,3,,,,,,,,,,
1600000US3912252,Carroll,PLACE,2023,4,,,,,,,,,,
1600000US3913036,Centerburg,PLACE,2012,11,151957,114500,,,,,,,2.132255721708039,
1600000US3913036,Centerburg,PLACE,2013,19,154995,118500,,,,,,,2.191238743319958,
1600000US3913036,Centerburg,PLACE,2014,17,148016,115000,,,,,,,2.040056057192528,
1600000US3913036,Centerburg,PLACE,2015,26,156840,122000,,,,,,,2.096508111080561,
1600000US3913036,Centerburg,PLACE,2016,17,164915,129900,,,,,,,2.1544432281819086,
1600000US3913036,Centerburg,PLACE,2017,23,176516,142000,,,,,,,2.2269619220876984,
1600000US3913036,Centerburg,PLACE,2018,15,169881,140000,,,,,,,2.185724099169425,
1600000US3913036,Centerburg,PLACE,2019,20,188311,158000,,,,,,,2.350945586025265,
1600000US3913036,Centerburg,PLACE,2020,18,226044,192000,,,,,,,2.7616759921177163,
1600000US3913036,Centerburg,PLACE,2021,16,278310,247500,,,,,,,3.445203858628322,
1600000US3913036,Centerburg,PLACE,2022,24,251441,241500,,,,,,,3.1869828575953125,
1600000US3913036,Centerburg,PLACE,2023,16,310000,310000,,,,,,,4.0056854890812765,
1600000US3914114,Chesterville,PLACE,2014,3,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2015,4,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2016,4,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2017,1,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2018,4,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2019,2,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2020,1,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2021,7,,,,,,,,,,
1600000US3914114,Chesterville,PLACE,2023,5,,,,,,,,,,
1600000US3914184,Chillicothe,PLACE,2014,16,32181,25002,,,,,,,0.4435347962604886,
1600000US3914184,Chillicothe,PLACE,2015,47,93204,72500,,,,,,,1.2458757217486938,
1600000US3914184,Chillicothe,PLACE,2016,63,156155,123000,,,,,,,2.040003980495572,
1600000US3914184,Chillicothe,PLACE,2017,79,151033,121500,,,,,,,1.9054638981243337,
1600000US3914184,Chillicothe,PLACE,2018,66,154713,127500,,,,,,,1.9905701617435836,
1600000US3914184,Chillicothe,PLACE,2019,81,166857,140000,,,,,,,2.0831163420477035,
1600000US3914184,Chillicothe,PLACE,2020,80,186428,158350,,,,,,,2.277663507040835,
1600000US3914184,Chillicothe,PLACE,2021,108,193974,172500,,,,,,,2.401202689347012,
1600000US3914184,Chillicothe,PLACE,2022,102,182933,175700,,,,,,,2.318645499293981,
1600000US3914184,Chillicothe,PLACE,2023,109,197000,197000,,,,,,,2.5455485204806823,
1600000US3915070,Circleville,PLACE,2013,1,,,,,,,,,,
1600000US3915070,Circleville,PLACE,2014,82,139039,108025,,,,,,,1.9163222224193293,
1600000US3915070,Circleville,PLACE,2015,138,141413,110000,,,,,,,1.8902941985152597,
1600000US3915070,Circleville,PLACE,2016,153,166312,131000,,,,,,,2.172687166218861,
1600000US3915070,Circleville,PLACE,2017,188,155384,125000,,,,,,,1.960353804654664,
1600000US3915070,Circleville,PLACE,2018,194,163146,134450,,,,,,,2.0990757509523514,
1600000US3915070,Circleville,PLACE,2019,171,169241,142000,,,,,,,2.1128751469340994,
1600000US3915070,Circleville,PLACE,2020,157,181306,154000,,,,,,,2.2150942853444184,
1600000US3915070,Circleville,PLACE,2021,182,195604,173950,,,,,,,2.4213867119531174,
1600000US3915070,Circleville,PLACE,2022,203,197821,190000,,,,,,,2.5073571136360635,
1600000US3915070,Circleville,PLACE,2023,182,214500,214500,,,,,,,2.7716759271223674,
1600000US3915336,Clarksburg,PLACE,2014,1,,,,,,,,,,
1600000US3915336,Clarksburg,PLACE,2015,3,,,,,,,,,,
1600000US3915336,Clarksburg,PLACE,2016,2,,,,,,,,,,
1600000US3915336,Clarksburg,PLACE,2017,3,,,,,,,,,,
1600000US3915336,Clarksburg,PLACE,2019,2,,,,,,,,,,
1600000US3915336,Clarksburg,PLACE,2021,2,,,,,,,,,,
1600000US3915336,Clarksburg,PLACE,2022,6,,,,,,,,,,
1600000US3915336,Clarksburg,PLACE,2023,1,,,,,,,,,,
1600000US3918000,Columbus,PLACE,2012,6297,149966,113000,,,,,,,2.1043222406376283,
1600000US3918000,Columbus,PLACE,2013,8256,152902,116900,,,,,,,2.1616523974185915,
1600000US3918000,Columbus,PLACE,2014,9463,164748,128000,,,,,,,2.270671089744727,
1600000US3918000,Columbus,PLACE,2015,11403,173038,134600,,,,,,,2.3130327192741267,
1600000US3918000,Columbus,PLACE,2016,12178,184085,145000,,,,,,,2.404882741234617,
1600000US3918000,Columbus,PLACE,2017,12445,193919,156000,,,,,,,2.446521548209021,
1600000US3918000,Columbus,PLACE,2018,12040,204160,168250,,,,,,,2.62676419159433,
1600000US3918000,Columbus,PLACE,2019,12189,214531,180000,,,,,,,2.6782924397756185,
1600000US3918000,Columbus,PLACE,2020,12490,235463,200000,,,,,,,2.876745825122621,
1600000US3918000,Columbus,PLACE,2021,13499,259756,231000,,,,,,,3.2155236013864337,
1600000US3918000,Columbus,PLACE,2022,11083,265497,255000,,,,,,,3.3651371788273488,
1600000US3918000,Columbus,PLACE,2023,9490,270000,270000,,,,,,,3.488822845328854,
1600000US3918070,Commercial Point,PLACE,2013,2,,,,,,,,,,
1600000US3918070,Commercial Point,PLACE,2014,23,275027,213680,,,,,,,3.7906015504426036,
1600000US3918070,Commercial Point,PLACE,2015,33,281540,219000,,,,,,,3.7634039043167444,
1600000US3918070,Commercial Point,PLACE,2016,33,268193,211250,,,,,,,3.5036653730056058,
1600000US3918070,Commercial Point,PLACE,2017,57,315740,254000,,,,,,,3.983438931058277,
1600000US3918070,Commercial Point,PLACE,2018,39,342310,282100,,,,,,,4.404234059826391,
1600000US3918070,Commercial Point,PLACE,2019,78,339310,284694,,,,,,,4.236084038864999,
1600000US3918070,Commercial Point,PLACE,2020,52,348485,296000,,,,,,,4.25758382118148,
1600000US3918070,Commercial Point,PLACE,2021,95,421682,375000,,,,,,,5.220005846406549,
1600000US3918070,Commercial Point,PLACE,2022,176,429048,412085,,,,,,,5.438127664066934,
1600000US3918070,Commercial Point,PLACE,2023,84,419475,419475,,,,,,,5.4202739372011886,
1600000US3918770,Corning,PLACE,2015,3,,,,,,,,,,
1600000US3918770,Corning,PLACE,2017,3,,,,,,,,,,
1600000US3918770,Corning,PLACE,2018,1,,,,,,,,,,
1600000US3918770,Corning,PLACE,2019,6,,,,,,,,,,
