GEOIDFQ,NAME,GEOTYPE,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
0700000US390730557899999,Benton Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,12,331723,295000,,,,,,,4.1064045991731515,
0700000US390730557899999,Benton Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,15,676757,650000,,,,,,,8.577800651912849,
0700000US390730557899999,Benton Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,5,,,,,,,,,,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,19,124751,94000,,,,,,,1.750498147079089,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,20,124912,95500,,,,,,,1.7659350209878144,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,29,160887,125000,,,,,,,2.217452236078835,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,33,160568,124900,,,,,,,2.1463431399505084,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,36,175199,138000,,,,,,,2.288784953726739,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,30,226550,182250,,,,,,,2.8581958471865003,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,42,221149,182250,,,,,,,2.8453444076687693,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,38,188311,158000,,,,,,,2.350945586025265,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,55,241350,205000,,,,,,,2.9486644707506864,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,47,264254,235000,,,,,,,3.2712036637481035,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,55,203027,195000,,,,,,,2.573340195573855,
0700000US390732648899999,Falls Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,40,238000,238000,,,,,,,3.075332730326916,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,7,,,,,,,,,,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,12,202736,155000,,,,,,,2.8661772591948815,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,7,,,,,,,,,,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,11,160568,124900,,,,,,,2.1463431399505084,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,10,285650,225000,,,,,,,3.7317145984675095,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,9,,,,,,,,,,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,11,259068,213500,,,,,,,3.333229251233373,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,10,406953,341450,,,,,,,5.080571964229917,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,11,213683,181500,,,,,,,2.6106468362987787,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,7,,,,,,,,,,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,21,383149,368000,,,,,,,4.856354830621429,
0700000US390733084299999,Good Hope Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,11,425000,425000,,,,,,,5.491665589869492,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,6,,,,,,,,,,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,5,,,,,,,,,,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,18,161788,125700,,,,,,,2.2298699686008763,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,11,220732,171700,,,,,,,2.9505773989551822,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,15,162503,128000,,,,,,,2.1229309715726274,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,13,215052,173000,,,,,,,2.713129665642055,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,26,167454,138000,,,,,,,2.15449946918129,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,12,209168,175500,,,,,,,2.611335128781228,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,18,257832,219000,,,,,,,3.15003667850927,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,19,337346,300000,,,,,,,4.176004677125239,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,26,270703,260000,,,,,,,3.4311202607651397,
0700000US390733178099999,Green Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,19,349900,349900,,,,,,,4.521255976224318,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,3,,,,,,,,,,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,7,,,,,,,,,,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,12,146085,113500,,,,,,,2.0134466303595824,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,11,192836,150000,,,,,,,2.577673907066263,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,7,,,,,,,,,,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,11,196586,158145,,,,,,,2.4801612194968947,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,5,,,,,,,,,,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,9,,,,,,,,,,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,14,323703,274950,,,,,,,3.954806323087323,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,15,208030,185000,,,,,,,2.5752028842272305,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,22,526829,506000,,,,,,,6.677487892104464,
0700000US390734205699999,Laurel Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,20,595000,595000,,,,,,,7.688331825817289,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,42,172859,130250,,,,,,,2.4255572729473545,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,49,183117,140000,,,,,,,2.5888052663695706,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,39,148016,115000,,,,,,,2.040056057192528,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,47,164553,128000,,,,,,,2.199615067363211,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,47,195511,154000,,,,,,,2.5541513251733177,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,47,196405,158000,,,,,,,2.4778872090834954,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,45,224485,185000,,,,,,,2.888278273902454,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,60,253266,212500,,,,,,,3.16187301917955,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,50,255154,216725,,,,,,,3.1173136947485003,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,48,305017,271250,,,,,,,3.775804228900737,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,42,390437,375000,,,,,,,4.948731145334336,
0700000US390734774099999,Marion Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,36,330000,330000,,,,,,,4.264116810957488,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,12,220893,166444,,,,,,,3.0995735488556586,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,9,,,,,,,,,,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,7,,,,,,,,,,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,13,168410,131000,,,,,,,2.2511685455045365,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,15,272319,214500,,,,,,,3.5575679172056924,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,26,200694,161450,,,,,,,2.531992974091964,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,22,221452,182500,,,,,,,2.8492474864172856,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,27,203804,171000,,,,,,,2.5443778177868377,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,25,253123,215000,,,,,,,3.0925017620068176,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,14,362085,322000,,,,,,,4.482245020114423,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,23,307144,295000,,,,,,,3.893001834329678,
0700000US390736186899999,Perry Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,18,339250,339250,,,,,,,4.383641297325235,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,4,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,5,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,2,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,8,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,9,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,8,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,6,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,4,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,10,279024,237000,,,,,,,3.408943802770306,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,9,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,8,,,,,,,,,,
0700000US390737014299999,Salt Creek Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,7,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,1,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,5,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,3,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,3,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,1,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,11,145612,120000,,,,,,,1.8734777992880787,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,8,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,10,192785,163750,,,,,,,2.3553356443191458,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,8,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,7,,,,,,,,,,
0700000US390737440599999,Starr Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,14,465950,465950,,,,,,,6.020803721411035,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,1,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,2,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,5,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,2,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,1,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,4,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,5,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,1,,,,,,,,,,
0700000US390738078099999,Ward Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,4,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2012,7,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2013,4,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2014,5,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2015,9,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2016,8,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2017,4,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2018,1,,,,,,,,,,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2019,19,176392,148000,,,,,,,2.2021515615932867,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2020,12,280436,238200,,,,,,,3.426204277721042,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2021,13,421682,375000,,,,,,,5.220005846406549,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2022,18,572640,550000,,,,,,,7.258139013157026,
0700000US390738135499999,Washington Township (Hocking),COUNTY-TOWNSHIP-REMAINDER,2023,16,487500,487500,,,,,,,6.2992699315157,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,4,,,,,,,,,,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,13,136029,104000,,,,,,,1.923112483588824,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,12,156640,121700,,,,,,,2.1589114970463537,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,4,,,,,,,,,,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,11,196781,155000,,,,,,,2.5707367233887286,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,8,,,,,,,,,,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,11,190509,157000,,,,,,,2.4511334540685694,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,19,250167,209900,,,,,,,3.123186572827235,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,19,186016,158000,,,,,,,2.2726292018468706,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,13,326101,290000,,,,,,,4.036804521221064,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,10,304541,292500,,,,,,,3.8600102933607823,
0700000US390830584499999,Berlin Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,10,220000,220000,,,,,,,2.8427445406383254,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,3,,,,,,,,,,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,10,185732,142000,,,,,,,2.6257881987462786,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,14,162496,126250,,,,,,,2.239626758439623,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,10,183290,142575,,,,,,,2.4500790486664834,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,16,234550,184750,,,,,,,3.0641523202972105,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,12,274035,220450,,,,,,,3.457279969888966,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,17,234072,192900,,,,,,,3.011615562355586,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,10,220431,184950,,,,,,,2.751945481869448,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,12,216979,184300,,,,,,,2.6509212778504954,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,14,247949,220500,,,,,,,3.0693634376870502,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,12,283665,272450,,,,,,,3.59541813479024,
0700000US390830947099999,Brown Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,13,263900,263900,,,,,,,3.4100012921566094,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,1,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,4,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,3,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,5,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,2,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,1,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,5,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,3,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,5,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,2,,,,,,,,,,
0700000US390831059099999,Butler Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,5,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,1,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,6,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,7,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,14,174516,135750,,,,,,,2.3327948858949683,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,10,268828,211750,,,,,,,3.5119580721133117,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,7,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,5,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,5,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,4,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,3,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,9,,,,,,,,,,
0700000US390831550499999,Clay Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,3,,,,,,,,,,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,11,109422,82450,,,,,,,1.5354103428369243,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,8,,,,,,,,,,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,16,144155,112000,,,,,,,1.9868372035266362,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,8,,,,,,,,,,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,15,154886,122000,,,,,,,2.023418582280161,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,14,170860,137450,,,,,,,2.1556050435982685,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,29,192936,159000,,,,,,,2.482358084056704,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,26,121270,101750,,,,,,,1.5139791985953843,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,21,275492,234000,,,,,,,3.3657926153934667,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,27,136063,121000,,,,,,,1.6843218864405127,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,34,162942,156500,,,,,,,2.065270464652863,
0700000US390831614099999,Clinton Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,32,173500,173500,,,,,,,2.241891717276134,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,1,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,1,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,3,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,1,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,4,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,4,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,2,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,6,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,4,,,,,,,,,,
0700000US390831668699999,College Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,5,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,6,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,1,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,1,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,5,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,5,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,5,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,1,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,5,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,1,,,,,,,,,,
0700000US390833388099999,Harrison Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,2,,,,,,,,,,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,15,257962,194375,,,,,,,3.6197135887074245,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,32,194888,149000,,,,,,,2.7552284620647574,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,26,253815,197200,,,,,,,3.49825264763797,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,27,246829,192000,,,,,,,3.299422601044817,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,31,251054,197750,,,,,,,3.2797624970975554,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,31,283421,228000,,,,,,,3.5756853396901076,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,17,276056,227500,,,,,,,3.5518016611503156,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,24,300939,252500,,,,,,,3.757049116907465,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,17,359081,305000,,,,,,,4.3870373833119976,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,24,348591,310000,,,,,,,4.315204833029413,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,19,406054,390000,,,,,,,5.14668039114771,
0700000US390833546299999,Hilliar Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,21,360000,360000,,,,,,,4.6517637937718055,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,71,151293,114000,,,,,,,2.1229445613512357,
